Issue Type,Issue key,Issue id,Summary,Description,Assignee,Reporter,Priority,Status,Resolution,Created,Updated
Bug,HBASE-2616,12465487,TestHRegion.testWritesWhileGetting flaky on trunk,"Saw this failure on my internal hudson:

junit.framework.AssertionFailedError: expected:<\x00\x00\x00\x96> but was:<\x00\x00\x01\x00>
	at org.apache.hadoop.hbase.HBaseTestCase.assertEquals(HBaseTestCase.java:684)
	at org.apache.hadoop.hbase.regionserver.TestHRegion.testWritesWhileGetting(TestHRegion.java:2334)
",ryanobjc,tlipcon,Critical,Closed,Fixed,26/May/10 16:43,12/Oct/12 06:15
Bug,HBASE-2617,12465520,Load balancer falls into pathological state if one server under average - slop; endless churn,"I'm looking at a 0.20.4 cluster of 80 fast machines.  It runs fine for a while and then falls over into crazy balancing churn (My view on logs is sporadic but have a log before me where this is happening).  Things I see that seem to be of 0.20.4 particularly:

+ We don't reach an equilibrium or at least it takes so long, its as though it wasn't every going to happen
+ Master log filled w/ open, close of one or two regions  usually the same ones over and over (The Regions that are candidates to close are provided by the RS.  They are ordered by hash of their name.  We return the top ten from this Set every time.  So, we always close the same regions all the time even if we just opened it)
+ Often, we'll tell an RS to close a region.  It will do the job.  In 0.20.4 we made it so if RS has any work at all for the master, that we return immediately rather than wait for the reporting period to elaspse.   So, on these fast machines, it can be back near immediately if it just opened another some other region, say.  It can get assigned the region it just closed.  Seems to happen frequently enough.

For example, look at the below extract featuring a single regions life.  Its opened and closed 5 times in about 1/2 a second:

{code}
2010-05-25 11:01:05,488 DEBUG org.apache.hadoop.hbase.master.HMaster: Processing todo: ProcessRegionClose of GenericMetaStore,139757491,1274779304880, false, reassign: true
2010-05-25 11:01:05,489 INFO org.apache.hadoop.hbase.master.ProcessRegionClose$1: region set as unassigned: GenericMetaStore,139757491,1274779304880
2010-05-25 11:01:05,490 INFO org.apache.hadoop.hbase.master.RegionManager: Assigning region GenericMetaStore,139757491,1274779304880 to a025.example.com,60020,1274744064673
2010-05-25 11:01:05,510 INFO org.apache.hadoop.hbase.master.ServerManager: Processing MSG_REPORT_OPEN: GenericMetaStore,139757491,1274779304880 from a025.example.com,60020,1274744064673; 1 of 1
2010-05-25 11:01:05,510 INFO org.apache.hadoop.hbase.master.RegionServerOperation: GenericMetaStore,139757491,1274779304880 open on 10.209.32.189:60020
2010-05-25 11:01:05,511 INFO org.apache.hadoop.hbase.master.RegionServerOperation: Updated row GenericMetaStore,139757491,1274779304880 in region .META.,,1 with startcode=1274744064673, server=10.209.32.189:60020
2010-05-25 11:01:05,548 DEBUG org.apache.hadoop.hbase.master.RegionManager: Going to close region GenericMetaStore,139757491,1274779304880
2010-05-25 11:01:05,552 INFO org.apache.hadoop.hbase.master.ServerManager: Processing MSG_REPORT_CLOSE: GenericMetaStore,139757491,1274779304880 from a025.example.com,60020,1274744064673; 1 of 2
2010-05-25 11:01:05,552 DEBUG org.apache.hadoop.hbase.master.HMaster: Processing todo: ProcessRegionClose of GenericMetaStore,139757491,1274779304880, false, reassign: true
2010-05-25 11:01:05,552 INFO org.apache.hadoop.hbase.master.ProcessRegionClose$1: region set as unassigned: GenericMetaStore,139757491,1274779304880
2010-05-25 11:01:05,556 INFO org.apache.hadoop.hbase.master.RegionManager: Assigning region GenericMetaStore,139757491,1274779304880 to a028.example.com,60020,1274747560769
2010-05-25 11:01:05,578 INFO org.apache.hadoop.hbase.master.ServerManager: Processing MSG_REPORT_OPEN: GenericMetaStore,139757491,1274779304880 from a028.example.com,60020,1274747560769; 1 of 1
2010-05-25 11:01:05,578 INFO org.apache.hadoop.hbase.master.RegionServerOperation: GenericMetaStore,139757491,1274779304880 open on 10.209.32.185:60020
2010-05-25 11:01:05,579 INFO org.apache.hadoop.hbase.master.RegionServerOperation: Updated row GenericMetaStore,139757491,1274779304880 in region .META.,,1 with startcode=1274747560769, server=10.209.32.185:60020
2010-05-25 11:01:05,599 DEBUG org.apache.hadoop.hbase.master.RegionManager: Going to close region GenericMetaStore,139757491,1274779304880
2010-05-25 11:01:05,605 INFO org.apache.hadoop.hbase.master.ServerManager: Processing MSG_REPORT_CLOSE: GenericMetaStore,139757491,1274779304880 from a028.example.com,60020,1274747560769; 1 of 2
2010-05-25 11:01:05,605 DEBUG org.apache.hadoop.hbase.master.HMaster: Processing todo: ProcessRegionClose of GenericMetaStore,139757491,1274779304880, false, reassign: true
2010-05-25 11:01:05,606 INFO org.apache.hadoop.hbase.master.ProcessRegionClose$1: region set as unassigned: GenericMetaStore,139757491,1274779304880
2010-05-25 11:01:05,607 INFO org.apache.hadoop.hbase.master.RegionManager: Assigning region GenericMetaStore,139757491,1274779304880 to sjc1c104.example.com,60020,1274747062601
2010-05-25 11:01:05,640 INFO org.apache.hadoop.hbase.master.ServerManager: Processing MSG_REPORT_OPEN: GenericMetaStore,139757491,1274779304880 from sjc1c104.example.com,60020,1274747062601; 1 of 1
2010-05-25 11:01:05,640 INFO org.apache.hadoop.hbase.master.RegionServerOperation: GenericMetaStore,139757491,1274779304880 open on 10.209.42.181:60020
2010-05-25 11:01:05,641 INFO org.apache.hadoop.hbase.master.RegionServerOperation: Updated row GenericMetaStore,139757491,1274779304880 in region .META.,,1 with startcode=1274747062601, server=10.209.42.181:60020
2010-05-25 11:01:05,723 DEBUG org.apache.hadoop.hbase.master.RegionManager: Going to close region GenericMetaStore,139757491,1274779304880
2010-05-25 11:01:05,729 INFO org.apache.hadoop.hbase.master.ServerManager: Processing MSG_REPORT_CLOSE: GenericMetaStore,139757491,1274779304880 from sjc1c104.example.com,60020,1274747062601; 1 of 4
2010-05-25 11:01:05,729 DEBUG org.apache.hadoop.hbase.master.HMaster: Processing todo: ProcessRegionClose of GenericMetaStore,139757491,1274779304880, false, reassign: true
2010-05-25 11:01:05,730 INFO org.apache.hadoop.hbase.master.ProcessRegionClose$1: region set as unassigned: GenericMetaStore,139757491,1274779304880
2010-05-25 11:01:05,731 INFO org.apache.hadoop.hbase.master.RegionManager: Assigning region GenericMetaStore,139757491,1274779304880 to sjc1c091.example.com,60020,1274747056415
2010-05-25 11:01:05,751 INFO org.apache.hadoop.hbase.master.ServerManager: Processing MSG_REPORT_OPEN: GenericMetaStore,139757491,1274779304880 from sjc1c091.example.com,60020,1274747056415; 1 of 1
2010-05-25 11:01:05,752 INFO org.apache.hadoop.hbase.master.RegionServerOperation: GenericMetaStore,139757491,1274779304880 open on 10.209.42.238:60020
2010-05-25 11:01:05,752 INFO org.apache.hadoop.hbase.master.RegionServerOperation: Updated row GenericMetaStore,139757491,1274779304880 in region .META.,,1 with startcode=1274747056415, server=10.209.42.238:60020
2010-05-25 11:01:05,775 DEBUG org.apache.hadoop.hbase.master.RegionManager: Going to close region GenericMetaStore,139757491,1274779304880
2010-05-25 11:01:05,780 INFO org.apache.hadoop.hbase.master.ServerManager: Processing MSG_REPORT_CLOSE: GenericMetaStore,139757491,1274779304880 from sjc1c091.example.com,60020,1274747056415; 1 of 2
2010-05-25 11:01:05,780 DEBUG org.apache.hadoop.hbase.master.HMaster: Processing todo: ProcessRegionClose of GenericMetaStore,139757491,1274779304880, false, reassign: true
2010-05-25 11:01:05,780 INFO org.apache.hadoop.hbase.master.ProcessRegionClose$1: region set as unassigned: GenericMetaStore,139757491,1274779304880
2010-05-25 11:01:05,808 INFO org.apache.hadoop.hbase.master.RegionManager: Assigning region GenericMetaStore,139757491,1274779304880 to sjc1a003.example.com,60020,1274747057557
2010-05-25 11:01:05,828 INFO org.apache.hadoop.hbase.master.ServerManager: Processing MSG_REPORT_OPEN: GenericMetaStore,139757491,1274779304880 from sjc1a003.example.com,60020,1274747057557; 1 of 1
2010-05-25 11:01:05,828 INFO org.apache.hadoop.hbase.master.RegionServerOperation: GenericMetaStore,139757491,1274779304880 open on 10.209.32.148:60020
2010-05-25 11:01:05,829 INFO org.apache.hadoop.hbase.master.RegionServerOperation: Updated row GenericMetaStore,139757491,1274779304880 in region .META.,,1 with startcode=1274747057557, server=10.209.32.148:60020
{code}

The culprit seems to be the code that wants to bring up underloaded regionservers up to average.  That and something about the lightly loaded servers math that is off.

I'm marking this as a blocker.  I'm not sure why its not more common.  There were some issues on this cluster regards disks filling but though such an event may have provoked the issue, we should have evened out eventually.

Making this a blocker on 0.20.5.   Need to fix it for this user at least.",stack,stack,Blocker,Closed,Fixed,26/May/10 23:26,12/Oct/12 06:15
Bug,HBASE-2619,12465605,HBase shell 'alter' command cannot set table properties to False,"The alter table command in the HBase shell is broken. Specifically, attempting to set boolean table options like BLOCKCACHE to False does not result in the expected behavior.

This is due to bugs in the file src/main/ruby/hbase/admin.rb, in the hcd() function. There many statements that look like this:

arg[IN_MEMORY]? JBoolean.valueOf(arg[IN_MEMORY]): HColumnDescriptor::DEFAULT_IN_MEMORY

The intent of this code is to 1) determine if a given parameter is present in the associative array, 2) use the supplied value if it exists, or 3) use the default value if it does not exist. However, in the case of boolean parameters that have been set to False this code instead evaluates the variable (to False) and then chooses the default parameter value, which is incorrect.

The attached patch fixes the issue.",,bowlinearl,Minor,Closed,Fixed,27/May/10 22:07,20/Nov/15 12:42
Bug,HBASE-2620,12465615,REST tests don't use ephemeral ports,"Saw this failure on my hudson:

java.net.BindException: Address already in use
...elided...
	at org.apache.hadoop.hbase.rest.HBaseRESTClusterTestBase.startServletContainer(HBaseRESTClusterTestBase.java:60)
	at org.apache.hadoop.hbase.rest.HBaseRESTClusterTestBase.setUp(HBaseRESTClusterTestBase.java:27)
	at org.apache.hadoop.hbase.rest.TestTableResource.setUp(TestTableResource.java:63)
",apurtell,tlipcon,Major,Closed,Fixed,28/May/10 03:27,20/Nov/15 12:41
Bug,HBASE-2621,12465635,Fix broken link in HFile Javadoc,"There's a bad link in the HFile javadoc; should point to HBASE-61, but instead point to HBASE-3315. Also cleaned up the reference to TFile.",hammer,hammer,Major,Closed,Fixed,28/May/10 09:38,20/Nov/15 12:40
Bug,HBASE-2622,12465636,Fix link to SVN repository on HBase website,"We currently point to http://svn.apache.org/repos/asf/hadoop/hbase on the website, when we should point to http://svn.apache.org/repos/asf/hbase (and similar).",hammer,hammer,Major,Closed,Fixed,28/May/10 09:43,11/Jun/22 23:41
Bug,HBASE-2633,12465743,REST XML schema description up on the wiki is out of date,The REST XML schema description up on the wiki is out of date. Fix it. ,apurtell,apurtell,Major,Closed,Fixed,30/May/10 19:51,12/Oct/12 06:16
Bug,HBASE-2635,12465814,ImmutableBytesWritable ignores offset in several cases,"HBASE-2378 improved ImmutableBytesWritable's comparator, but there's still a bug! We assume offset = 0, which makes the comparator function incorrectly when the ImmutableBytesWritable is a slice into a larger byte array.",tlipcon,tlipcon,Blocker,Closed,Fixed,01/Jun/10 00:40,12/Oct/12 06:15
Bug,HBASE-2639,12465826,Bring root and meta over to new naming scheme (hbase-2531),hbase-2531 introduced new region naming scheme.  root and meta were left using old scheme.  This issue is about doing work to bring these over too.,,stack,Major,Closed,Fixed,01/Jun/10 04:33,11/Jun/22 23:43
Bug,HBASE-2643,12465884,Figure how to deal with eof splitting logs,"When splitting the WAL and encountering EOF, it's not clear what to do. Initial discussion of this started in http://review.hbase.org/r/74/ - summarizing here for brevity:

We can get an EOFException while splitting the WAL in the following cases:
- The writer died after creating the file but before even writing the header (or crashed halfway through writing the header)
- The writer died in the middle of flushing some data - sync() guarantees that we can see _at least_ the last edit, but we may see half of an edit that was being written out when the RS crashed (especially for large rows)
- The data was actually corrupted somehow (eg a length field got changed to be too long and thus points past EOF)

Ideally we would know when we see EOF whether it was really the last record, and in that case, simply drop that record (it wasn't synced, so therefore we dont need to split it). Some open questions:
  - Currently we ignore empty files. Is it ok to ignore an empty log file if it's not the last one?
  - Similarly, do we ignore an EOF mid-record if it's not the last log file?",nspiegelberg,stack,Blocker,Closed,Fixed,01/Jun/10 17:07,20/Nov/15 12:41
Bug,HBASE-2644,12465885,Investigate sync 'voodoo' splitting WALs,"The sequence file sync seems to actually help for some weird reason when recovering parts of edits (odd -- it looks like it just adds a marker to the file).  Investigate.  This comes of review of hbase-2437.   Below is copied from http://review.hbase.org/r/74/

{code}
no point to call .sync() here, it just wastes a bunch of IO to write ""sync markers"" which we don't make any real use of.
Cosmin Lehene 6 days, 23 hours ago (May 25th, 2010, 9:07 a.m.)
sync() used to call syncFs(). It looks like HBASE-2544 changed things a bit, but it doesn't only add the SequenceFile sync marker.

I added this after I've seen inconsistent results when running splitLog on bigger hlogs. Try copying a log from the cluster locally and run splitLog from the command line a few times without flushing it after each append. I used to get inconsistent results between runs and calling sync fixed it.

There's this ""//TODO: test the split of a large (lots of regions > 500 file). In my tests it seems without hflush""  in the TestHLogSplit. 

We could do some testing to figure out why would log entries be lost when running locally.

What would be a better way to flush the writer?
Todd Lipcon 5 days, 19 hours ago (May 26th, 2010, 1:31 p.m.)
This seems really voodoo.. if anything we're probably masking a real bug by doing this. Can you write a unit test which shows this problem (even if it takes 30 minutes to run, would be good to have in our arsenal)
Cosmin Lehene 2 days, 18 hours ago (May 29th, 2010, 2:13 p.m.)
I can't reproduce it on hdfs-0.20. I can't compile hdfs-0.21 (again) for some reason. I'll give it another try some other time. 

Added the test. Also tried with a real 60MB log file. 
I'm not sure if we should leave the test active.
{code}",,stack,Major,Closed,Fixed,01/Jun/10 17:10,20/Nov/15 12:41
Bug,HBASE-2645,12465888,HLog writer can do 1-2 sync operations after lease has been recovered for split process.,"TestHLogSplit.testLogCannotBeWrittenOnceParsed is failing. 

This test starts a thread that writes one edit to the log, syncs and counts. During this, a HLog.splitLog operation is started. splitLog recovers the log lease before reading the log, so that the original regionserver could not wake up and write after the split process started.  
The test compares the number of edits reported by the split process and by the writer thread. Writer thread (called zombie in the test) should report <=  than the splitLog (sync() might raise after the last edit gets written and the edit won't get counted by zombie thread). However it appears that the zombie counts 1-2 more edits. So it looks like it can sync without a lease.

This might be a hdfs-0.20 related issue. ",tlipcon,clehene,Blocker,Closed,Fixed,01/Jun/10 17:57,15/Oct/13 04:46
Bug,HBASE-2654,12465938,Several tests failing after bulk output commit,"Several tests are failing on Hudson after the commit of HBASE-1923 - see http://hudson.zones.apache.org/hudson/job/HBase-TRUNK/1282/testReport/
These tests passed on local build, something seems to be different about the hudson environment.",tlipcon,tlipcon,Blocker,Closed,Fixed,02/Jun/10 06:58,20/Nov/15 12:43
Bug,HBASE-2656,12465990,HMaster.getRegionTableClosest should not return null for closed regions,"Raised in the review of HBASE-2560: there are a couple functions in HMaster which return null when a region has not been deployed. Instead, they should return a Pair<HRegionInfo, HServerAddress> where only the address is null (since the info is still in meta!)",tlipcon,tlipcon,Blocker,Closed,Fixed,02/Jun/10 17:55,11/Jun/22 23:44
Bug,HBASE-2657,12465992,TestTableResource is broken in trunk,Column name is illegal -- its 'test:' -- when constructing a HCD.,stack,stack,Major,Closed,Fixed,02/Jun/10 18:36,20/Nov/15 12:41
Bug,HBASE-2658,12465993,REST (stargate) TableRegionModel Regions need to be updated to work w/ new region naming convention from HBASE-2531,"One reason TestTableResource was failing was because comparing region names as strings was failing because the two below no longer matched.  My guess is that the rest stuff is not using the new means of constructing region names.  See HBASE-2531

TestTableResource,,1275503739792.30a45563321be3ec11841b0f1e79d687.
TestTableResource,,1275503739792",stack,stack,Major,Closed,Fixed,02/Jun/10 18:41,20/Nov/15 12:43
Bug,HBASE-2662,12466136,TestScannerResource.testScannerResource broke in trunk,"{code}
Error Message

Illegal character <58>. Family names cannot contain control characters or colons: a:
Stacktrace

java.lang.IllegalArgumentException: Illegal character <58>. Family names cannot contain control characters or colons: a:
	at org.apache.hadoop.hbase.HColumnDescriptor.isLegalFamilyName(HColumnDescriptor.java:278)
	at org.apache.hadoop.hbase.HColumnDescriptor.<init>(HColumnDescriptor.java:240)
	at org.apache.hadoop.hbase.HColumnDescriptor.<init>(HColumnDescriptor.java:212)
	at org.apache.hadoop.hbase.HColumnDescriptor.<init>(HColumnDescriptor.java:169)
	at org.apache.hadoop.hbase.HColumnDescriptor.<init>(HColumnDescriptor.java:158)
	at org.apache.hadoop.hbase.rest.TestScannerResource.setUp(TestScannerResource.java:106)
	at junit.framework.TestCase.runBare(TestCase.java:132)
{code}",stack,stack,Major,Closed,Fixed,03/Jun/10 22:50,20/Nov/15 12:41
Bug,HBASE-2664,12466151,TestHRegion.testCheckAndDelete_ThatDeleteWasWritten fail in trunk,Seems like a bug in the recently committed patch. See http://hudson.zones.apache.org/hudson/job/HBase-TRUNK/1289/testReport/org.apache.hadoop.hbase.regionserver/TestHRegion/testCheckAndDelete_ThatDeleteWasWritten/,,tlipcon,Critical,Closed,Fixed,04/Jun/10 01:42,20/Nov/15 12:43
Bug,HBASE-2665,12466156,/TestStoreReconstruction broke in trunk,,stack,stack,Major,Closed,Fixed,04/Jun/10 03:22,11/Jun/22 23:44
Bug,HBASE-2667,12466163,TestHLog.testSplit failing in trunk,"Build is broke because this test won't pass.

Seems to be two issues at least:

1. we need to change the test so it keeps logs in one subdir, archives in another and split products in yet another as per regionserver.  New split code does cleanup of old logs dir if successful.  In this test it was removing the created splits so when verify went to run, the log no longer existed
2. The verify of splits tests that sequence numbers are in order.  They don't seem to be (the assertion failure was masked by a close reader exception).",stack,stack,Major,Closed,Fixed,04/Jun/10 06:35,20/Nov/15 12:41
Bug,HBASE-2669,12466236,HCM.shutdownHook causes data loss with hbase.client.write.buffer != 0,"In my application I set {{hbase.client.write.buffer}} to a reasonably small value (roughly 64 edits) in order to try to batch a few {{Put}} together before talking to HBase.  When my application does a graceful shutdown, I call {{HTable#flushCommits}} in order to flush any pending change to HBase.  I want to do the same thing when I get a {{SIGTERM}} by using {{Runtime#addShutdownHook}} but this is impossible since {{HConnectionManager}} already registers a shutdown hook that invokes {{HConnectionManager#deleteAllConnections}}.  This static method closes all the connections to HBase and then all connections to ZooKeeper.  Because all shutdown hooks run in parallel, my hook will attempt to flush edits while connections are getting closed.

There is no way to guarantee the order in which the hooks will execute, so I propose that we remove the hook in the HCM altogether and provide some user-visible API they call in their own hook after they're done flushing their stuff, if they really want to do a graceful shutdown.  I expect that a lot of users won't use a hook though, otherwise this issue would have cropped up already.  For those users, connections won't get ""gracefully"" terminated, but I don't think that would be a problem since the underlying TCP socket will get closed by the OS anyway, so things like ZooKeeper and such should realize that the connection has been terminated and assume the client is gone, and do the necessary clean-up on their side.

An alternate fix would be to leave the hook in place by default but keep a reference to it and add a user-visible API to be able to un-register the hook.  I find this ugly.

Thoughts?",stack,tsuna,Critical,Closed,Fixed,05/Jun/10 02:21,20/Nov/15 12:44
Bug,HBASE-2670,12466239,MemStore should retain multiple KVs with the same timestamp when memstoreTS differs,"There appears to be a bug in HBASE-2248 as committed to trunk. See following failing test:
http://hudson.zones.apache.org/hudson/job/HBase-TRUNK/1296/testReport/junit/org.apache.hadoop.hbase/TestAcidGuarantees/testAtomicity/
Think this is the same bug we saw early on in 2248 in the 0.20 branch, looks like the fix didn't make it over.",tlipcon,tlipcon,Blocker,Closed,Fixed,05/Jun/10 04:43,20/Nov/15 12:42
Bug,HBASE-2683,12466376,Make it obvious in the documentation that ZooKeeper needs permanent storage,"If our users let HBase manage ZK, they probably won't bother combing through hbase-default.xml to figure that they need to set hbase.zookeeper.property.dataDir to something else than /tmp. It probably happened to deinspanjer in prod today and that's a show stopper.

The fix would be, at least, to improve the Getting Started documentation to include that configuration in the ""Fully-Distributed Operation"" section.",jdcryans,jdcryans,Major,Closed,Fixed,07/Jun/10 19:52,12/Oct/12 06:15
Bug,HBASE-2684,12466386,TestMasterWrongRS flaky in trunk,"I think this is just a flaky test. I saw:

java.lang.AssertionError: expected:<2> but was:<3>
on the first:
    assertEquals(2, cluster.getLiveRegionServerThreads().size());

My guess is that the 2 second sleep is not good enough. We should probably either force a heartbeat somehow, or hook in so we can wait until there's been a heartbeat, rather than sleeping a hardcoded amount of time.",jdcryans,tlipcon,Major,Closed,Fixed,07/Jun/10 21:54,20/Nov/15 12:42
Bug,HBASE-2691,12466410,"LeaseStillHeldException totally ignored by RS, wrongly named","Currently region servers don't handle org.apache.hadoop.hbase.Leases$LeaseStillHeldException in any way that's useful so what happens right now is that it tries to report to the master and this happens:

{code}

2010-06-07 17:20:54,368 WARN  [RegionServer:0] regionserver.HRegionServer(553): Attempt=1
org.apache.hadoop.hbase.Leases$LeaseStillHeldException
        at sun.reflect.NativeConstructorAccessorImpl.newInstance0(Native Method)
        at sun.reflect.NativeConstructorAccessorImpl.newInstance(NativeConstructorAccessorImpl.java:39)
        at sun.reflect.DelegatingConstructorAccessorImpl.newInstance(DelegatingConstructorAccessorImpl.java:27)
        at java.lang.reflect.Constructor.newInstance(Constructor.java:513)
        at org.apache.hadoop.hbase.RemoteExceptionHandler.decodeRemoteException(RemoteExceptionHandler.java:94)
        at org.apache.hadoop.hbase.RemoteExceptionHandler.checkThrowable(RemoteExceptionHandler.java:48)
        at org.apache.hadoop.hbase.RemoteExceptionHandler.checkIOException(RemoteExceptionHandler.java:66)
        at org.apache.hadoop.hbase.regionserver.HRegionServer.run(HRegionServer.java:541)
        at org.apache.hadoop.hbase.MiniHBaseCluster$MiniHBaseClusterRegionServer.run(MiniHBaseCluster.java:173)
        at java.lang.Thread.run(Thread.java:637)
{code}

Then it will retry until the watch is triggered telling it that the session's expired! Instead, we should be a lot more proactive initiate abort procedure.",jdcryans,jdcryans,Major,Closed,Fixed,08/Jun/10 00:41,20/Nov/15 12:41
Bug,HBASE-2703,12466512,ui not working in distributed context,UI is not showing when you put hbase on a cluster; this is since we renamed webapps dir as hbase-webapps.,,stack,Major,Closed,Fixed,08/Jun/10 23:42,20/Nov/15 12:41
Bug,HBASE-2707,12466680,Can't recover from a dead ROOT server if any exceptions happens during log splitting,"There's an almost easy way to get stuck after a RS holding ROOT dies, usually from a GC-like event. It happens frequently to my TestReplication in HBASE-2223.

Some logs:

{code}
2010-06-10 11:35:52,090 INFO  [master] wal.HLog(1175): Spliting is done. Removing old log dir hdfs://localhost:55814/user/jdcryans/.logs/10.10.1.63,55846,1276194933831
2010-06-10 11:35:52,095 WARN  [master] master.RegionServerOperationQueue(183): Failed processing: ProcessServerShutdown of 10.10.1.63,55846,1276194933831; putting onto delayed todo queue
java.io.IOException: Cannot delete: hdfs://localhost:55814/user/jdcryans/.logs/10.10.1.63,55846,1276194933831
        at org.apache.hadoop.hbase.regionserver.wal.HLog.splitLog(HLog.java:1179)
        at org.apache.hadoop.hbase.master.ProcessServerShutdown.process(ProcessServerShutdown.java:298)
        at org.apache.hadoop.hbase.master.RegionServerOperationQueue.process(RegionServerOperationQueue.java:149)
        at org.apache.hadoop.hbase.master.HMaster.run(HMaster.java:456)
Caused by: java.io.IOException: java.io.IOException: /user/jdcryans/.logs/10.10.1.63,55846,1276194933831 is non empty
2010-06-10 11:35:52,097 DEBUG [master] master.RegionServerOperationQueue(126): -ROOT- isn't online, can't process delayedToDoQueue items
2010-06-10 11:35:53,098 DEBUG [master] master.RegionServerOperationQueue(126): -ROOT- isn't online, can't process delayedToDoQueue items
2010-06-10 11:35:53,523 INFO  [main.serverMonitor] master.ServerManager$ServerMonitor(131): 1 region servers, 1 dead, average load 14.0[10.10.1.63,55846,1276194933831]
2010-06-10 11:35:54,099 DEBUG [master] master.RegionServerOperationQueue(126): -ROOT- isn't online, can't process delayedToDoQueue items
2010-06-10 11:35:55,101 DEBUG [master] master.RegionServerOperationQueue(126): -ROOT- isn't online, can't process delayedToDoQueue items
{code}

The last lines are my own debug. Since we don't process the delayed todo if ROOT isn't online, we'll never reassign the regions. ",stack,jdcryans,Blocker,Closed,Fixed,10/Jun/10 18:44,20/Nov/15 12:42
Bug,HBASE-2710,12466705,Shell should have default terminal width when detection fails,"HBASE-2632 added code to detect terminal width. On some terminals (eg emacs shell) this returns 0, which resulted in infinite loops in the formatter. Should default to 100 when we can't detect width.",kannanm,tlipcon,Major,Closed,Fixed,11/Jun/10 01:24,20/Nov/15 12:41
Bug,HBASE-2712,12466759,Cached region location that went stale won't recover if asking for first row,"Let's say that:

 - A client cached the location of some region, not the first one in the table
 - The RS that was holding it fails
 - The first thing the client does after the failure is trying to reach the first row of that region

This will never recover, since HCM.deleteCachedLocation doesn't delete if the row we asked for is the first row in a region. This looks a lot like HBASE-1920, but there isn't enough information in that jira to say that it's the same thing.

This is a blocker, and it kills 0.20.5 RC2 (sorry).",jdcryans,jdcryans,Blocker,Closed,Fixed,11/Jun/10 18:06,12/Oct/12 06:15
Bug,HBASE-2720,12466867,TestFromClientSide fails for client region cache prewarm on Hudson,"TestFromClientSide failed by HBASE-2468 patch: http://hudson.zones.apache.org/hudson/job/HBase-TRUNK/1322/testReport/junit/org.apache.hadoop.hbase.client/TestFromClientSide/testRegionCachePreWarm/

It seems the number of actual cached regions was less than expected (as configured) on hudson. ",mingjielai,mingjielai,Major,Closed,Fixed,14/Jun/10 00:30,20/Nov/15 12:43
Bug,HBASE-2725,12466939,Shutdown hook management is gone in trunk; restore,Shutdown hook handling is gone from trunk.  Investigate (I think I did this cleaning up tests but was over-enthusiastic pruning).,stack,stack,Blocker,Closed,Fixed,14/Jun/10 22:20,20/Nov/15 12:41
Bug,HBASE-2727,12466945,Splits writing one file only is untenable; need dir of recovered edits ordered by sequenceid.,"This issue comes of tlipcon doing a bit of human unit testing.  His speculation is:

Let a region X deploy to server A.  Server A opens the region, then closes it.
Let region X now deploy to server B.  Server B now crashes.

Both server A and server B now have edits for region X in their WALs.

The processing of server crashes is currently sequential. 

If server A crashes before server B, server A will write out a file of recovered edits for region X but region X was not deployed on server A so, the file will just sit there unused.  The processing of server B crash will overwrite the recovered edits file written by the split of server A wal.  This is ok.

But if somehow, server B processing is done before server A's, then interesting issues will likely arise; in the main, there is danger that the server B's recovered edits could be overwritten.

Another issue comes up in the review of hbase-1025.  During the replay of edits on region deploy, if the hosting regionserver crashes before we have processed all of the recovered edits, we could lose some (the recovery of the regionserver that is replaying the edits could overwrite the log of edits only partially replayed).

Discussing up on IRC, whats needed is a directory of edits to replay ordered by sequenceid.  On recovery, we play the oldest through to the newest removing the edits only on successfully replay.

Making blocker on 0.21 since this is a correctness issue.",stack,stack,Blocker,Closed,Fixed,14/Jun/10 23:39,20/Nov/15 12:40
Bug,HBASE-2728,12466946,Support for HADOOP-4829,Users who have a HADOOP-4829 patched hadoop will run into the issue that closing a RS cleanly result into data loss because the FileSystem will be closed before the regions are. Cloudera is an example. We need to support those users.,jdcryans,jdcryans,Major,Closed,Fixed,15/Jun/10 00:37,12/Oct/12 06:15
Bug,HBASE-2729,12466950,flushCache should write to a tmp directory and then move into the store directory,"Currently it appears that internalFlushCache writes directly to the target spot of the flushed data. The finally() block appends the metadata and closes the file as if nothing bad went wrong in case of an exception. This is really bad, since it means that an IOE in the middle of flushing cache could easily write a valid looking file with only half the data, which would then prevent us from recovering those edits during log replay.

Instead, it should flush to a tmp location and move it into the region dir only after it's successfully written.",stack,tlipcon,Blocker,Closed,Fixed,15/Jun/10 01:56,20/Nov/15 12:40
Bug,HBASE-2732,12467033,"TestZooKeeper was broken, HBASE-2691 showed it","Since I committed HBASE-2691, TestZooKeeper began failing. Looking at it, it's because it's setup with only 1 region server and we kill it... and it's not restarting. IIRC we were relying on that feature before but looks like we're not anymore.",jdcryans,jdcryans,Major,Closed,Fixed,15/Jun/10 21:10,20/Nov/15 12:43
Bug,HBASE-2733,12467040,HBASE-2353 broke timestamp replacement on Puts when writeToWAL disabled,"In refactoring for HBASE-2353, it ended up that updateKeys() was only called on KVs if writeToWAL was set to true. This caused failure of TestGetClosestRowBefore (though the real bug was in put)",tlipcon,tlipcon,Blocker,Closed,Fixed,15/Jun/10 22:15,20/Nov/15 12:41
